Word,Season #,Episode #,Ep name,Speaker,Sentence,Sort order,Episode ID,Count words,Locked
Yes,1,5,The Best Revenge Is Dressing Well,GA,"Yes, for many years.",15109,s1e5,4,FALSE
We're,1,5,The Best Revenge Is Dressing Well,AN,We're deliriously happy.,15113,s1e5,3,FALSE
Tell,1,5,The Best Revenge Is Dressing Well,SB,"Tell me, how did you two meet?",15116,s1e5,7,FALSE
We,1,5,The Best Revenge Is Dressing Well,GA,"We met at a, a ball.",15123,s1e5,6,FALSE
A,1,5,The Best Revenge Is Dressing Well,AN,A picnic.,15129,s1e5,2,FALSE
You,1,5,The Best Revenge Is Dressing Well,SB,"You see, I think you might have met at birth. Seeing as how you're actually siblings!",15131,s1e5,16,FALSE
That,1,5,The Best Revenge Is Dressing Well,GA,That is inane!,15147,s1e5,3,FALSE
Go,1,5,The Best Revenge Is Dressing Well,AN,"Go fսck yourself, Thornrose.",15150,s1e5,4,FALSE
Oh,1,5,The Best Revenge Is Dressing Well,ARISTOCRAT,"Oh, please, we've all suspected for years. And I told you he was a crook!",15154,s1e5,15,FALSE
So,1,5,The Best Revenge Is Dressing Well,SIGFRIED,So what if I am? I don't need your money anymore. I'm going to be richer than all of you! I own half a pyramid.,15169,s1e5,25,FALSE
I,1,5,The Best Revenge Is Dressing Well,ARISTOCRAT,I own half a pyramid.,15194,s1e5,5,FALSE
I,1,5,The Best Revenge Is Dressing Well,ARISTOCRAT,"I own half a pyramid, too!",15199,s1e5,6,FALSE
Give,1,5,The Best Revenge Is Dressing Well,ARISTOCRAT,Give me those!,15205,s1e5,3,FALSE
That,1,5,The Best Revenge Is Dressing Well,ARISTOCRAT,That is for shagging my Eugenia!,15208,s1e5,6,FALSE
Told,1,5,The Best Revenge Is Dressing Well,FR,Told you. We see everything.,15214,s1e5,5,FALSE
You,1,5,The Best Revenge Is Dressing Well,SB,"You weren't wrong, Frenchie, Olu. Thanks for the info, Abshir.",15219,s1e5,10,FALSE
Abshir,1,5,The Best Revenge Is Dressing Well,Abshir,It was my pleasure.,15229,s1e5,5,FALSE
Why,1,5,The Best Revenge Is Dressing Well,GA,Why should our love be forbidden?,15234,s1e5,6,FALSE
Because,1,5,The Best Revenge Is Dressing Well,AN,"Because you're my fսcking brother, Gabriel! It's disgusting!",15240,s1e5,8,FALSE
fսck,1,5,The Best Revenge Is Dressing Well,ET,fսck is goin' on in here?,15248,s1e5,6,FALSE
Now,1,5,The Best Revenge Is Dressing Well,SIGFRIED,Now they are truly worthless!,15254,s1e5,5,FALSE
What,1,5,The Best Revenge Is Dressing Well,ET,What the hell did you do to 'em?,15259,s1e5,8,FALSE
Passive,1,5,The Best Revenge Is Dressing Well,SB,Passive aggression.,15267,s1e5,2,FALSE
When,1,5,The Best Revenge Is Dressing Well,ET,"When you cut loose, you really cut loose.",15269,s1e5,8,FALSE
Thanks,1,5,The Best Revenge Is Dressing Well,SB,Thanks.,15277,s1e5,1,FALSE
Hey,1,5,The Best Revenge Is Dressing Well,FR,"Hey, what'd you do with our earnings?",15278,s1e5,7,FALSE
I,1,5,The Best Revenge Is Dressing Well,OL,I reinvested them... wisely.,15285,s1e5,4,FALSE
Abshir,1,5,The Best Revenge Is Dressing Well,Abshir,"So, what are we going to do with all this money?",15289,s1e5,12,FALSE
I,1,5,The Best Revenge Is Dressing Well,AB'S FRIEND,I don't know. Sharpen the con a bit.,15301,s1e5,8,FALSE
We'll,1,5,The Best Revenge Is Dressing Well,Abshir,"We'll say, ""I'm a Nigerian Prince in terrible need of assistance."" Ha!",15309,s1e5,12,FALSE
We're,1,5,The Best Revenge Is Dressing Well,MOTHER TEACH,We're just not those kind of people. We never will be.,15321,s1e5,11,TRUE
I'm,1,5,The Best Revenge Is Dressing Well,SB,I'm sorry tonight was a bit of a bust.,15332,s1e5,9,TRUE
No,1,5,The Best Revenge Is Dressing Well,ET,"No, no, mate, you were right. Wasn't ready.",15341,s1e5,8,TRUE
I,1,5,The Best Revenge Is Dressing Well,SB,I don't know. I think you're very sophisticated.,15349,s1e5,8,TRUE
Thank,1,5,The Best Revenge Is Dressing Well,ET,Thank you.,15357,s1e5,2,TRUE
Well,1,5,The Best Revenge Is Dressing Well,SB,"Well, that's a lovely piece of silk you have there.",15359,s1e5,10,TRUE
Oh,1,5,The Best Revenge Is Dressing Well,ET,"Oh, this tatty old thing?",15369,s1e5,5,TRUE
Well,1,5,The Best Revenge Is Dressing Well,SB,"Well, sometimes the old things are the best things. May I? There we go. Look at that. You wear fine things well.",15374,s1e5,22,TRUE
Okay,1,5,The Best Revenge Is Dressing Well,ET,Okay.,15396,s1e5,1,TRUE
Yep,1,5,The Best Revenge Is Dressing Well,SB,Yep.,15397,s1e5,1,TRUE
Night,1,5,The Best Revenge Is Dressing Well,ET,Night night.,15398,s1e5,4,TRUE
What,1,5,The Best Revenge Is Dressing Well,KING GEORGE,What in God's name is emblazoned on it?,15402,s1e5,8,FALSE
I,1,5,The Best Revenge Is Dressing Well,BA2,"I believe it is a cat, your Highness.",15410,s1e5,8,FALSE
And,1,5,The Best Revenge Is Dressing Well,KING GEORGE,And why is there blood all over the thing? Ecch.,15418,s1e5,10,FALSE
It,1,5,The Best Revenge Is Dressing Well,BA2,"It is the blood of your officers. They were brutalized aboard the vessel, and slain, in the case of brave Captain Badminton...My dear twin brother.",15428,s1e5,26,FALSE
He,1,5,The Best Revenge Is Dressing Well,KING GEORGE,He was your twin? Didn't he have lots more hair?,15454,s1e5,10,FALSE
I,1,5,The Best Revenge Is Dressing Well,BA2,I don't know. I suppose. Not something I paid much attention to.,15464,s1e5,12,FALSE
Yes,1,5,The Best Revenge Is Dressing Well,KING GEORGE,"Yes, well, horrible business, Admiral Badminton. Full force of the English Navy is at your disposal.",15476,s1e5,16,FALSE
Your,1,5,The Best Revenge Is Dressing Well,BA2,"Your Grace. On my honor, I'll ride these ""Cat Bandits"" straight into hell.",15492,s1e5,13,TRUE
Just,1,6,The Art of Fuckery,SB,"Just out there, there was a whale, and it was being chased by a whole bunch of sharks...",15505,s1e6,18,FALSE
we've,1,6,The Art of Fuckery,IH,"We've been almost a fortnight aboard ""The Revenge""...And I'm beginning to suspect that Edward has no intention of ending Stede Bonnet's life. If I didn't know better... I'd say he's somehow become seduced by this... imbecile.",15523,s1e6,37,TRUE
Ha-ha,1,6,The Art of Fuckery,SB,Ha-ha! Shall we call this a draw?,15560,s1e6,7,FALSE
Never,1,6,The Art of Fuckery,ET,Never!,15567,s1e6,1,FALSE
Ah,1,6,The Art of Fuckery,SB,Ah! Ooh! Bugger!,15568,s1e6,3,FALSE
You,1,6,The Art of Fuckery,ET,"You are improving, though... Kinda.",15571,s1e6,5,FALSE
Yeah,1,6,The Art of Fuckery,SB,"Yeah, well, it's been days since I've cut myself on my sword. Oop, no, there we go. Damn.",15576,s1e6,18,TRUE
You,1,6,The Art of Fuckery,ET,"You know what, Stede? If you wanted, I could teach you a more advanced trick of the trade.",15594,s1e6,18,TRUE
Oh,1,6,The Art of Fuckery,SB,Oh yeah?,15612,s1e6,2,FALSE
Stab,1,6,The Art of Fuckery,ET,Stab me.,15614,s1e6,2,FALSE
Yeah,1,6,The Art of Fuckery,SB,"Yeah, right.",15616,s1e6,2,FALSE
Oh,1,6,The Art of Fuckery,ET,"Oh, what's wrong? You scared? Take your sword, run me through.",15618,s1e6,11,TRUE
I,1,6,The Art of Fuckery,SB,I don't think I wanna do that.,15629,s1e6,7,FALSE
No,1,6,The Art of Fuckery,ET,No worries then. I'll just have to shoot you.,15636,s1e6,9,FALSE
Ed,1,6,The Art of Fuckery,SB,"Ed, don't shoot me! Come on, mate!",15645,s1e6,7,FALSE
This,1,6,The Art of Fuckery,ET,This is it. I'm gonna shoot you in the face!,15652,s1e6,10,FALSE
No,1,6,The Art of Fuckery,SB,No!,15662,s1e6,1,FALSE
This,1,6,The Art of Fuckery,ET,"This is the life. Now, act... or die.",15663,s1e6,8,FALSE
No,1,6,The Art of Fuckery,SB,No!,15671,s1e6,1,FALSE
One,1,6,The Art of Fuckery,ET,One! Two! Three!,15672,s1e6,3,FALSE
Ahh,1,6,The Art of Fuckery,SB,Ahh!,15675,s1e6,1,FALSE
Come,1,6,The Art of Fuckery,ET,"Come at me, dog!",15676,s1e6,4,FALSE
Ah,1,6,The Art of Fuckery,SB,"Ah! Ahh! Ya happy now, you...",15680,s1e6,6,FALSE
Yeah,1,6,The Art of Fuckery,ET,Yeah.,15686,s1e6,1,FALSE
I,1,6,The Art of Fuckery,SB,"I stabbed you, you nut!",15687,s1e6,5,FALSE
You,1,6,The Art of Fuckery,ET,You managed to avoid all the important bits.,15692,s1e6,8,FALSE
What,1,6,The Art of Fuckery,SB,What?,15700,s1e6,1,FALSE
You,1,6,The Art of Fuckery,ET,You see... gettin' run-through's an art. I've had it done to me dozens of times. The key... is to take the blade where it does the least damage.,15701,s1e6,28,TRUE
Science,1,6,The Art of Fuckery,ET,"Science tells us that all the useful organs are on the right part of the body, so I cleverly took the sword on the left.",15729,s1e6,25,TRUE
What,1,6,The Art of Fuckery,SB,"What... Is that right? I mean, the, the liver.",15754,s1e6,9,TRUE
The,1,6,The Art of Fuckery,ET,The liver? We don't even know what that thing does.,15763,s1e6,10,TRUE
Well,1,6,The Art of Fuckery,SB,Well how-how does one... get it out?,15773,s1e6,7,TRUE
Let,1,6,The Art of Fuckery,ET,"Let me see. Now, relax a little, and then you just gently tug. You ready? And... go. Yep, tug it.",15780,s1e6,20,FALSE
Oh,1,6,The Art of Fuckery,SB,Oh god!,15800,s1e6,2,FALSE
Little,1,6,The Art of Fuckery,ET,"Little tug, little tug, tiny tug. Little, little tug. Ah, more!",15802,s1e6,11,FALSE
Aah,1,6,The Art of Fuckery,SB,Aah! Ooh!,15813,s1e6,2,FALSE
Keep,1,6,The Art of Fuckery,ET,"Keep going. Keep... Yeah. Yeah, yeah, oh yeah.",15815,s1e6,8,FALSE
My,1,6,The Art of Fuckery,SB,My god.,15823,s1e6,2,FALSE
Oh,1,6,The Art of Fuckery,ET,"Oh, yeah, yeah, yeah.",15825,s1e6,4,FALSE
Oh,1,6,The Art of Fuckery,IH,Oh my god.Oh my god!,15829,s1e6,6,FALSE
And,1,6,The Art of Fuckery,SB,"And, finally, the man saw who was driving the carriage. It was an elderly gentleman with a hook... for a head!",15835,s1e6,21,FALSE
A,1,6,The Art of Fuckery,FR,A hook for a head? How does that work? H-How does he even eat?,15856,s1e6,14,FALSE
he's,1,6,The Art of Fuckery,SB,He doesn't eat. He's got a hook for a head.,15870,s1e6,10,FALSE
Does,1,6,The Art of Fuckery,WJ,Does it even make sense?,15880,s1e6,5,FALSE
No,1,6,The Art of Fuckery,All,No.,15885,s1e6,1,FALSE
How,1,6,The Art of Fuckery,RO,How does he kiss?,15886,s1e6,4,FALSE
It,1,6,The Art of Fuckery,SB,It doesn't kiss. No one likes him.,15890,s1e6,7,FALSE
it's,1,6,The Art of Fuckery,WJ,It's not scary at all.,15897,s1e6,5,FALSE
I,1,6,The Art of Fuckery,BP,I bet Blackbeard knows a scary story. What's the scariest thing you've ever seen... sir?,15902,s1e6,15,FALSE
That's,1,6,The Art of Fuckery,ET,That's hard to say because I don't feel fear. But... I think the scariest thing I've ever seen would probably be the Kraken.,15917,s1e6,23,TRUE
The,1,6,The Art of Fuckery,SW,"The, the Kraken's not real, though.",15940,s1e6,6,FALSE
I,1,6,The Art of Fuckery,ET,I remember when I used to think that.,15946,s1e6,8,FALSE
So,1,6,The Art of Fuckery,IV,"So, is the plan off?",15954,s1e6,5,FALSE
Yeah,1,6,The Art of Fuckery,FA,"Yeah, I reckon we're not killing this guy now.",15959,s1e6,9,FALSE
The,1,6,The Art of Fuckery,IH,The plan is very much alive. He promised me.,15968,s1e6,9,FALSE
It,1,6,The Art of Fuckery,FA,"It just seems that he's having an awfully nice time. I mean, look at him. He's telling ghost stories.",15977,s1e6,19,FALSE
This,1,6,The Art of Fuckery,IV,This is the most open and available I've ever seen him.,15996,s1e6,11,FALSE
There,1,6,The Art of Fuckery,ET,"There I was... just a young waif on a late-night walk. There, I see an old drunkard stumbling home past the old stone wall.",16007,s1e6,24,FALSE
And,1,6,The Art of Fuckery,ET,"And there, out of the corner of my eye, I caught a glimpse of something stirring in the brine, some sort of hideous creature.",16031,s1e6,24,FALSE
Its,1,6,The Art of Fuckery,ET,"Its tentacles, they rise up out of the water. And before I knew it, it grabbed him. I tried to warn him, but it was too late.",16055,s1e6,27,FALSE
The,1,6,The Art of Fuckery,ET,"The creature had him now, in his grasp, flinging him around before wringing him out like a fսcking bar rag. And that poor wretch? That was my dad.",16082,s1e6,28,FALSE
Bruh,1,6,The Art of Fuckery,OL,Bruh. Kraken killed Blackbeard's pa.,16110,s1e6,5,FALSE
The,1,6,The Art of Fuckery,ET,"The good news is, my dad was a dіck. And I learned something that night, fear is the most powerful emotion. Turn your enemy's worst fear against them, you'll own them.",16115,s1e6,31,FALSE
I've,1,6,The Art of Fuckery,SB,I've often said that. I've definitely said that.,16146,s1e6,8,FALSE
Maybe,1,6,The Art of Fuckery,FR,Maybe you said it on your own.,16154,s1e6,7,FALSE
Yeah,1,6,The Art of Fuckery,SB,"Yeah, I may, uh, you... Yeah. I may have been on my own. But on that note how do you... go about tapping into an enemy's fear?",16161,s1e6,27,FALSE
You,1,6,The Art of Fuckery,ET,You really want to know?,16188,s1e6,5,FALSE
Yeah,1,6,The Art of Fuckery,SB,"Yeah, I think we'd all be curious. Right, gang?",16193,s1e6,9,FALSE
Well,1,6,The Art of Fuckery,ET,"Well, maybe, I will tell you, someday. But be careful what you ask your God for...She might just answer.",16202,s1e6,20,FALSE
Captain,1,6,The Art of Fuckery,BU,Captain! Avast ye!,16222,s1e6,3,FALSE
Ooh,1,6,The Art of Fuckery,SB,Ooh!,16225,s1e6,1,FALSE
There's,1,6,The Art of Fuckery,BU,There's somethin' witchy afoot!,16226,s1e6,4,FALSE
What,1,6,The Art of Fuckery,SB,"What?! What, what you talking about? Witchy?! How?!",16230,s1e6,8,FALSE
Never,1,6,The Art of Fuckery,BU,"Never known a fog like this. It's abnormal. Tastes abnormal, too.",16238,s1e6,11,FALSE
I,1,6,The Art of Fuckery,SB,I suppose it is a tad off. Anyone seen Blackbeard?,16249,s1e6,10,FALSE
Over,1,6,The Art of Fuckery,ET,"Over here, child.",16259,s1e6,3,FALSE
Oh,1,6,The Art of Fuckery,LS,"Oh god. He's there! Agh! Ow, you bit me! What the fսck?!",16262,s1e6,12,FALSE
I,1,6,The Art of Fuckery,BU,"I thought you were the demon, boy!",16274,s1e6,7,FALSE
Or,1,6,The Art of Fuckery,ET,Or am I here?,16281,s1e6,4,FALSE
What,1,6,The Art of Fuckery,SB,What?,16285,s1e6,1,FALSE
Flee,1,6,The Art of Fuckery,ET,"Flee and survive, or face me and burn!",16286,s1e6,8,FALSE
Every,1,6,The Art of Fuckery,SW,Every man for himself!,16294,s1e6,4,FALSE
Oh,1,6,The Art of Fuckery,ET,"Oh, whoa, hey, okay! Boys, give it a rest! We've got a man overboard! Ugh, it's a bit too much atmosphere anyway.",16298,s1e6,22,FALSE
it's,1,6,The Art of Fuckery,FA,"It's my fault, boss!",16320,s1e6,4,FALSE
it's,1,6,The Art of Fuckery,SB,It's all an illusion! Brilliant!,16324,s1e6,5,FALSE
Exactly,1,6,The Art of Fuckery,ET,"Exactly. Or as I like to call it, The Art of Fuckery.",16329,s1e6,12,FALSE
Sorry,1,6,The Art of Fuckery,BU,"Sorry, laddie. Ye triggered my fight or bite response.",16341,s1e6,9,FALSE
Why,1,6,The Art of Fuckery,LS,Why do I have a splinter?,16350,s1e6,6,FALSE
Oh,1,6,The Art of Fuckery,BU,"Oh... that'll be from me ""summer"" teef. Some are teef.",16356,s1e6,10,FALSE
Oh,1,6,The Art of Fuckery,LS,Oh my god.,16366,s1e6,3,FALSE
Some,1,6,The Art of Fuckery,BU,Some ain't.,16369,s1e6,2,FALSE
May,1,6,The Art of Fuckery,IH,May I have a word?,16371,s1e6,5,FALSE
it's,1,6,The Art of Fuckery,SB,"It's a bit like theater isn't it, Ed? The Theater of Fear.",16376,s1e6,12,FALSE
Ha,1,6,The Art of Fuckery,ET,"Ha! ""Theater of Fear."" Love that.",16388,s1e6,6,FALSE
His,1,6,The Art of Fuckery,IH,"His name is Blackbeard, dog!",16394,s1e6,5,FALSE
Well,1,6,The Art of Fuckery,SB,"Well, I'll leave you to it. It looks like there's trouble in paradise.",16399,s1e6,13,FALSE
Can,1,6,The Art of Fuckery,ET,Can you get up here and let me out of this thing? I can't feel my balls.,16412,s1e6,17,FALSE
But,1,6,The Art of Fuckery,IH,"But, but we need to talk.",16429,s1e6,6,FALSE
What,1,6,The Art of Fuckery,ET,"What the fսck you doin' with your head between my legs? Stop. Unbuckle the fսckin'...No, you're tightening it! No, shut up! Up on top here. That's my... no, that's my hips.",16435,s1e6,32,FALSE
That's,1,6,The Art of Fuckery,IH,That's it! That is it! You seem to know everything about everything in the whole fսckin' world!,16467,s1e6,17,FALSE
Izzy,1,6,The Art of Fuckery,ET,Izzy! Izzy! Izzy! That was embarrassing! You left me hangin' up there for 20 minutes. Not bloody optimal. What the fսck's all this?,16484,s1e6,23,FALSE
Do,1,6,The Art of Fuckery,IH,Do you remember your policy about pets aboard your vessel?,16507,s1e6,10,FALSE
Pets,1,6,The Art of Fuckery,ET,Pets? Yeah. No pets. They befoul the ship.,16517,s1e6,8,FALSE
You,1,6,The Art of Fuckery,IV,You know what else you said? You said the love of a pet makes a man weak.,16525,s1e6,17,FALSE
I,1,6,The Art of Fuckery,ET,I said that?,16542,s1e6,3,FALSE
Yeah,1,6,The Art of Fuckery,FA,"Yeah, when I joined your crew, you made me put my dog down.",16545,s1e6,13,FALSE
Yeah,1,6,The Art of Fuckery,ET,"Yeah, okay, well, yeah, vaguely... remember that.",16558,s1e6,7,FALSE
So,1,6,The Art of Fuckery,IH,"So, here's the rub, me and the boys, we think you've begun to view. Bonnet as a sort of a pet.",16565,s1e6,21,FALSE
Mm-hm,1,6,The Art of Fuckery,IV,Mm-hm.,16586,s1e6,1,FALSE
Hm,1,6,The Art of Fuckery,FA,Hm.,16587,s1e6,1,FALSE
You're,1,6,The Art of Fuckery,IH,"You're in too deep, Edward. Best thing to do end it quick.",16588,s1e6,12,FALSE
Yeah,1,6,The Art of Fuckery,IV,Yeah.,16600,s1e6,1,FALSE
The,1,6,The Art of Fuckery,FA,"The longer you wait, the harder it gets...They're just pets.",16601,s1e6,11,FALSE
it's,1,6,The Art of Fuckery,IV,"It's all right, Fangy. He's up in doggy heaven now, mate.",16612,s1e6,11,FALSE
Yeah,1,6,The Art of Fuckery,FA,"Yeah, but we go to different heavens! He goes to doggy heaven.",16623,s1e6,12,FALSE
I'll,1,6,The Art of Fuckery,IH,I'll happily end it.,16635,s1e6,4,FALSE
No,1,6,The Art of Fuckery,ET,No. It's my mess. I'll do it. Maybe while he's doing something he loves.,16639,s1e6,14,FALSE
Oh,1,6,The Art of Fuckery,SB,"Oh, there you are! Hey, according to Buttons, we should cross paths with a Dutch merchant ship tomorrow night. I thought we could take it through a bit of Fuckery.",16653,s1e6,30,FALSE
Oh,1,6,The Art of Fuckery,ET,"Oh, mate, that's a bit advanced for you. A good Fuckery takes ages to develop.",16683,s1e6,15,FALSE
As,1,6,The Art of Fuckery,IH,"As much as I hate to admit it, Captain Bonnet's theatrical instincts are finely honed. He's more than up to the challenge.",16698,s1e6,22,TRUE
Well,1,6,The Art of Fuckery,SB,"Well, thank you. Maybe I misjudged you. Let's do it! Lucius! We've got a Fuckery on our hands!",16720,s1e6,18,FALSE
What,1,6,The Art of Fuckery,ET,What are you doing? You know he's not up for this.,16738,s1e6,11,FALSE
Oh,1,6,The Art of Fuckery,IH,"Oh, of course not, but he would be doing something he loved. It's time, Edward. Send him to doggy heaven.",16749,s1e6,20,FALSE
Storytelling,1,6,The Art of Fuckery,SB,Storytelling. Tell me a story. Go.,16769,s1e6,6,FALSE
Me,1,6,The Art of Fuckery,SW,Me?,16775,s1e6,1,FALSE
Yes,1,6,The Art of Fuckery,SB,"Yes, engage me. Go!",16776,s1e6,4,FALSE
On,1,6,The Art of Fuckery,SW,"On the day I was born, the rain looked just like blood...",16780,s1e6,12,FALSE
Boring,1,6,The Art of Fuckery,SB,Boring! Next!,16792,s1e6,2,FALSE
I,1,6,The Art of Fuckery,BU,I yearn to make sweet love to the sea...,16794,s1e6,9,FALSE
Whoa,1,6,The Art of Fuckery,SB,"Whoa, way too personal! Go.",16803,s1e6,5,FALSE
Ah,1,6,The Art of Fuckery,BP,Ah...,16808,s1e6,1,FALSE
Come,1,6,The Art of Fuckery,SB,"Come on, spit it out!",16809,s1e6,5,FALSE
I,1,6,The Art of Fuckery,BP,I have one.,16814,s1e6,3,FALSE
Terrible,1,6,The Art of Fuckery,SB,"Terrible. All of these stories are very bad. Thankfully, we do have a Master of Horror, one William Shakespeare, at our disposal.",16817,s1e6,22,FALSE
What,1,6,The Art of Fuckery,JI,What if I hack up a dummy with an axe? Maybe have like... meat and guts and stuff comin' out of it.,16839,s1e6,22,FALSE
I,1,6,The Art of Fuckery,BU,I once witnessed a man eatin' another man's face once. That was pretty vulgar.,16861,s1e6,14,FALSE
That's,1,6,The Art of Fuckery,SB,That's actually quite a cheap scare. I'm thinking more along the lines of psychological.,16875,s1e6,14,FALSE
I've,1,6,The Art of Fuckery,SW,I've always wanted to sing.,16889,s1e6,5,FALSE
Singing's,1,6,The Art of Fuckery,BP,Singing's not scary.,16894,s1e6,3,FALSE
Well,1,6,The Art of Fuckery,SW,"Well, maybe it doesn't always have to be scary. Maybe, sometimes, it can be an expression of ourselves.",16897,s1e6,18,FALSE
Anyone,1,6,The Art of Fuckery,RO,Anyone smell that? Kinda like a... a dead person smell?,16915,s1e6,10,FALSE
Oh,1,6,The Art of Fuckery,FR,"Oh, Lord above.",16925,s1e6,3,FALSE
Oh,1,6,The Art of Fuckery,BP,Oh my god.,16928,s1e6,3,FALSE
My,1,6,The Art of Fuckery,LS,My finger feels like fires.,16931,s1e6,5,FALSE
All,1,6,The Art of Fuckery,SB,"All right, this rehearsal is already a disaster. Let's take 20. Get him to the infirmary, and that's a taut 20. fսck... fսck!",16936,s1e6,23,FALSE
I,1,6,The Art of Fuckery,FA,"I got his head, I got his head, I got his head. Get around, I'll hold him here. You're a doctor? I thought you were the cook.",16959,s1e6,27,FALSE
Mm,1,6,The Art of Fuckery,RO,"Mm, knives are knives, meat's meat. Seems to me the best move here is... amputation.",16986,s1e6,15,FALSE
Oh,1,6,The Art of Fuckery,FA,"Oh, for God's sake! He's a visual artist. You can't cut the boy's little fingies.",17001,s1e6,15,FALSE
Level,1,6,The Art of Fuckery,BP,"Level with us, man. There's no better option?",17016,s1e6,8,FALSE
Not,1,6,The Art of Fuckery,RO,Not in my professional opinion. Hold him down.,17024,s1e6,8,FALSE
Okay,1,6,The Art of Fuckery,FA,Okay.,17032,s1e6,1,FALSE
I'll,1,6,The Art of Fuckery,RO,I'll whack it off in one go. Or two. Or three.,17033,s1e6,11,FALSE
What's,1,6,The Art of Fuckery,LS,What's happening? Am I dead?,17044,s1e6,5,FALSE
Uh,1,6,The Art of Fuckery,BP,"Uh, no, no, no, baby.",17049,s1e6,5,FALSE
No,1,6,The Art of Fuckery,LS,No! No!,17054,s1e6,2,FALSE
it's,1,6,The Art of Fuckery,RO,"It's just a dream! Hey, where are you goin'... This is all a dream. Come back!",17056,s1e6,16,FALSE
Muse,1,6,The Art of Fuckery,SB,"Muse, why have you forsaken me?",17072,s1e6,6,FALSE
How,1,6,The Art of Fuckery,IH,How goes the Fuckery?,17078,s1e6,4,FALSE
What,1,6,The Art of Fuckery,SB,What are you doing in here?,17082,s1e6,6,FALSE
I've,1,6,The Art of Fuckery,IH,"I've just been takin' in your library. What a perverse misuse of space. Still, it's a nice room. Lots of possibilities.",17088,s1e6,21,FALSE
Yes,1,6,The Art of Fuckery,SB,"Yes, well, I designed it for flow. So, if you'd kindly piss off, the Fuckery's canceled.",17109,s1e6,16,TRUE
You,1,6,The Art of Fuckery,IH,"You can't cancel it. I went out on a limb for you, you little shit.",17125,s1e6,15,FALSE
Not,1,6,The Art of Fuckery,SB,Not my problem. Why'd you even do it in the first place?,17140,s1e6,12,FALSE
Because,1,6,The Art of Fuckery,IH,"Because it's my job to make sure that Edward is content. And he adores you. Why, I'll never know, but... he does. So, plumb the depths, man. Perform... like it's your last day on Earth.",17152,s1e6,35,TRUE
You're,1,6,The Art of Fuckery,FR,You're doin' the... He's gonna...,17187,s1e6,5,FALSE
Hello,1,6,The Art of Fuckery,SB,"Hello. I'd like to apologize for my, my behavior earlier. As total as my theatrical knowledge may be, I did forget the most important thing.",17192,s1e6,25,FALSE
Oh,1,6,The Art of Fuckery,FR,"Oh, to be interesting?",17217,s1e6,4,FALSE
Company,1,6,The Art of Fuckery,SB,"Company. We are a company. Um, and so, this work is a shared vision. Now, we've only got a couple of hours to put this thing together.",17221,s1e6,27,FALSE
Yeah,1,6,The Art of Fuckery,FR,"Yeah, we've already figured it out, actually, mostly.",17248,s1e6,8,FALSE
What,1,6,The Art of Fuckery,SB,What?,17256,s1e6,1,FALSE
Yeah,1,6,The Art of Fuckery,WJ,"Yeah, we figured out a bunch of, like, really scary stuff.",17257,s1e6,11,FALSE
Yeah,1,6,The Art of Fuckery,FR,Yeah.,17268,s1e6,1,FALSE
And,1,6,The Art of Fuckery,SW,And I'm going to sing.,17269,s1e6,5,FALSE
Yeah,1,6,The Art of Fuckery,FR,"Yeah, right, The Swede's gonna sing. Anyways, it's gonna be excellent. The one thing we haven't got is the finale.",17274,s1e6,20,FALSE
Hm,1,6,The Art of Fuckery,SB,"Hm, I may have something. Something that'll really plumb the depths.",17294,s1e6,11,TRUE
You're,1,6,The Art of Fuckery,ET,"You're a killer, bro. You're a fսckin' killer. So kill!",17305,s1e6,10,TRUE
Uh,1,6,The Art of Fuckery,FR,"Uh, Mr. Blackbeard, sir?",17315,s1e6,4,FALSE
Yeah,1,6,The Art of Fuckery,ET,Yeah?,17319,s1e6,1,FALSE
Uh,1,6,The Art of Fuckery,FR,"Uh, we'll be approaching the vessel in a few moments, and Captain wanted me to show you to your seat.",17320,s1e6,20,FALSE
All,1,6,The Art of Fuckery,ET,All right. Let's do this.,17340,s1e6,5,FALSE
So,1,6,The Art of Fuckery,FR,"So, Captain figures that this will be the best view for you for when they come aboard.",17345,s1e6,17,FALSE
When,1,6,The Art of Fuckery,ET,When they come aboard?,17362,s1e6,4,FALSE
Yeah,1,6,The Art of Fuckery,FR,Yeah.,17366,s1e6,1,FALSE
No,1,6,The Art of Fuckery,ET,"No, no. Aren't we supposed to be raiding them?",17367,s1e6,9,FALSE
Yeah,1,6,The Art of Fuckery,FR,"Yeah, he's reimagined things a bit, all right?",17376,s1e6,8,FALSE
Appears,1,6,The Art of Fuckery,PR,"Appears abandoned, right?",17384,s1e6,3,FALSE
Yeah,1,6,The Art of Fuckery,PR,"Yeah, I mean, seems like it, right?",17387,s1e6,7,FALSE
All,1,6,The Art of Fuckery,All,"Yeah, yeah.",17394,s1e6,3,FALSE
Well,1,6,The Art of Fuckery,PR,"Well, let's go have a look. Hello? Anybody home?",17397,s1e6,9,FALSE
Only,1,6,The Art of Fuckery,SB,"Only us spirits from the wretched, burning depths of Hades, methinks!",17406,s1e6,11,FALSE
What,1,6,The Art of Fuckery,SW,"What is wrong, Nederlandska? Have you stumbled onto something",17417,s1e6,9,FALSE
beyond,1,6,The Art of Fuckery,BP,beyond your comprehension? Ha-ha!,17426,s1e6,4,FALSE
Um,1,6,The Art of Fuckery,PR,"Um, are those supposed to be the same guys?",17430,s1e6,9,FALSE
